Product Name,Customer ID,Sales,Units,Gross Profit,Cost,Order Date,Ship Date,Ship Mode
Wonka Bar - Milk Chocolate,124597,6.5,2,4.22,2.28,2024-04-30,2029-10-26,Standard Class
Wonka Bar - Milk Chocolate,100314,13.0,4,8.44,4.56,2024-09-29,2030-03-28,Standard Class
Wonka Bar - Triple Dazzle Caramel,100314,7.5,2,4.9,2.6,2024-09-29,2030-03-28,Standard Class
Everlasting Gobstopper,100314,30.0,3,24.0,6.0,2024-09-29,2030-03-28,Standard Class
Wonka Bar - Milk Chocolate,111360,9.75,3,6.33,3.42,2021-11-24,2027-05-23,Standard Class
Wonka Gum,120243,5.0,4,2.6,2.4,2021-12-27,2027-06-22,Second Class
Wonka Bar - Nutty Crunch Surprise,133977,3.49,1,2.49,1.0,2022-09-06,2028-02-29,Second Class
Wonka Bar - Milk Chocolate,100468,6.5,2,4.22,2.28,2023-11-24,2029-05-23,Standard Class
Wonka Bar - Milk Chocolate,100468,6.5,2,4.22,2.28,2023-11-24,2029-05-23,Standard Class
Wonka Bar -Scrumdiddlyumptious,106355,14.4,4,10.0,4.4,2024-04-02,2029-09-26,First Class
Wonka Bar - Triple Dazzle Caramel,102407,33.75,9,22.05,11.7,2024-12-09,2030-06-05,Second Class
Wonka Bar - Nutty Crunch Surprise,102407,3.49,1,2.49,1.0,2024-12-09,2030-06-05,Second Class
Wonka Bar - Milk Chocolate,102407,6.5,2,4.22,2.28,2024-12-09,2030-06-05,Second Class
Wonka Bar - Triple Dazzle Caramel,146500,18.75,5,12.25,6.5,2021-08-30,2027-02-25,Standard Class
Wonka Bar - Fudge Mallows,146500,10.8,3,7.2,3.6,2021-08-30,2027-02-25,Standard Class
Wonka Bar -Scrumdiddlyumptious,146731,7.2,2,5.0,2.2,2021-11-03,2027-05-01,Standard Class
Wonka Bar -Scrumdiddlyumptious,146731,32.4,9,22.5,9.9,2021-11-03,2027-05-01,Standard Class
Wonka Bar - Triple Dazzle Caramel,123113,30.0,8,19.6,10.4,2022-11-23,2028-05-19,Second Class
Wonka Bar - Nutty Crunch Surprise,123113,10.47,3,7.47,3.0,2022-11-23,2028-05-19,Second Class
Wonka Bar - Nutty Crunch Surprise,108210,17.45,5,12.45,5.0,2023-05-30,2028-11-20,Same Day
Wonka Bar - Nutty Crunch Surprise,108210,17.45,5,12.45,5.0,2023-05-30,2028-11-20,Same Day
Wonka Bar -Scrumdiddlyumptious,116603,7.2,2,5.0,2.2,2023-07-17,2029-01-11,Standard Class
Wonka Bar - Nutty Crunch Surprise,112893,13.96,4,9.96,4.0,2023-09-09,2029-03-05,Second Class
Wonka Bar -Scrumdiddlyumptious,153787,7.2,2,5.0,2.2,2024-05-19,2029-11-13,Standard Class
Wonka Bar - Triple Dazzle Caramel,106824,11.25,3,7.35,3.9,2024-07-07,2030-01-01,Standard Class
Wonka Bar - Nutty Crunch Surprise,135034,6.98,2,4.98,2.0,2024-08-01,2030-01-24,First Class
Wonka Bar - Fudge Mallows,103443,7.2,2,4.8,2.4,2024-12-17,2030-06-15,Standard Class
Wonka Bar - Nutty Crunch Surprise,103443,10.47,3,7.47,3.0,2024-12-17,2030-06-15,Standard Class
Wonka Bar - Milk Chocolate,103443,6.5,2,4.22,2.28,2024-12-17,2030-06-15,Standard Class
Wonka Bar - Triple Dazzle Caramel,149678,3.75,1,2.45,1.3,2022-04-13,2027-10-06,Second Class
Wonka Bar - Triple Dazzle Caramel,129112,15.0,4,9.8,5.2,2022-11-29,2028-05-22,First Class
Wonka Bar - Nutty Crunch Surprise,129112,10.47,3,7.47,3.0,2022-11-29,2028-05-22,First Class
Wonka Bar -Scrumdiddlyumptious,123001,18.0,5,12.5,5.5,2024-09-02,2030-03-01,Standard Class
Wonka Bar - Fudge Mallows,123001,18.0,5,12.0,6.0,2024-09-02,2030-03-01,Standard Class
Wonka Bar - Fudge Mallows,123001,7.2,2,4.8,2.4,2024-09-02,2030-03-01,Standard Class
Wonka Bar - Nutty Crunch Surprise,143798,6.98,2,4.98,2.0,2024-12-10,2030-06-04,First Class
Wonka Bar - Triple Dazzle Caramel,143798,7.5,2,4.9,2.6,2024-12-10,2030-06-04,First Class
Wonka Bar - Milk Chocolate,103905,22.75,7,14.77,7.98,2021-07-14,2027-01-10,Standard Class
Wonka Bar - Triple Dazzle Caramel,103905,15.0,4,9.8,5.2,2021-07-14,2027-01-10,Standard Class
Wonka Bar - Nutty Crunch Surprise,144519,24.43,7,17.43,7.0,2022-11-13,2028-05-09,Standard Class
Wonka Bar - Fudge Mallows,144519,18.0,5,12.0,6.0,2022-11-13,2028-05-09,Standard Class
Wonka Bar - Nutty Crunch Surprise,120824,6.98,2,4.98,2.0,2023-06-12,2028-12-06,Second Class
Wonka Bar -Scrumdiddlyumptious,120824,7.2,2,5.0,2.2,2023-06-12,2028-12-06,Second Class
Wonka Bar - Triple Dazzle Caramel,120824,15.0,4,9.8,5.2,2023-06-12,2028-12-06,Second Class
Wonka Bar -Scrumdiddlyumptious,120824,28.8,8,20.0,8.8,2023-06-12,2028-12-06,Second Class
Wonka Bar -Scrumdiddlyumptious,120824,7.2,2,5.0,2.2,2023-06-12,2028-12-06,Second Class
Wonka Bar - Triple Dazzle Caramel,120824,11.25,3,7.35,3.9,2023-06-12,2028-12-06,Second Class
Wonka Bar - Milk Chocolate,120824,29.25,9,18.99,10.26,2023-06-12,2028-12-06,Second Class
Wonka Bar - Triple Dazzle Caramel,163216,7.5,2,4.9,2.6,2023-10-07,2029-04-01,First Class
Wonka Bar - Triple Dazzle Caramel,136812,15.0,4,9.8,5.2,2023-11-18,2029-05-15,Standard Class
Wonka Bar - Fudge Mallows,107321,10.8,3,7.2,3.6,2024-08-31,2030-02-25,Standard Class
Wonka Bar - Fudge Mallows,107321,14.4,4,9.6,4.8,2024-08-31,2030-02-25,Standard Class
Wonka Bar - Milk Chocolate,118157,6.5,2,4.22,2.28,2024-11-14,2030-05-10,First Class
Wonka Bar - Nutty Crunch Surprise,102652,6.98,2,4.98,2.0,2021-04-06,2026-10-03,Standard Class
Wonka Bar - Milk Chocolate,102652,22.75,7,14.77,7.98,2021-04-06,2026-10-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,102652,3.75,1,2.45,1.3,2021-04-06,2026-10-03,Standard Class
Wonka Gum,102652,3.75,3,1.95,1.8,2021-04-06,2026-10-03,Standard Class
Wonka Bar - Milk Chocolate,101427,9.75,3,6.33,3.42,2021-12-26,2027-06-22,Standard Class
Wonka Bar - Triple Dazzle Caramel,139934,26.25,7,17.15,9.1,2023-12-18,2029-06-11,First Class
Wonka Bar -Scrumdiddlyumptious,137428,7.2,2,5.0,2.2,2024-12-16,2030-06-13,Second Class
Wonka Bar - Milk Chocolate,137428,6.5,2,4.22,2.28,2024-12-16,2030-06-13,Second Class
Wonka Bar - Milk Chocolate,137428,6.5,2,4.22,2.28,2024-12-16,2030-06-13,Second Class
Wonka Bar - Triple Dazzle Caramel,137428,18.75,5,12.25,6.5,2024-12-16,2030-06-13,Second Class
Wonka Bar - Milk Chocolate,158442,6.5,2,4.22,2.28,2021-03-17,2026-09-07,Same Day
Wonka Bar - Fudge Mallows,158442,3.6,1,2.4,1.2,2021-03-17,2026-09-07,Same Day
Wonka Bar - Triple Dazzle Caramel,158442,11.25,3,7.35,3.9,2021-03-17,2026-09-07,Same Day
Wonka Bar - Fudge Mallows,148586,25.2,7,16.8,8.4,2021-03-25,2026-09-22,Standard Class
Wonka Bar - Triple Dazzle Caramel,151253,11.25,3,7.35,3.9,2022-04-22,2027-10-17,Standard Class
Wonka Bar -Scrumdiddlyumptious,151253,10.8,3,7.5,3.3,2022-04-22,2027-10-17,Standard Class
Wonka Bar - Triple Dazzle Caramel,130876,11.25,3,7.35,3.9,2022-05-12,2027-11-06,Second Class
Wonka Bar - Milk Chocolate,100993,13.0,4,8.44,4.56,2023-02-05,2028-08-02,Standard Class
Wonka Bar - Nutty Crunch Surprise,100993,10.47,3,7.47,3.0,2023-02-05,2028-08-02,Standard Class
Wonka Bar - Triple Dazzle Caramel,100993,11.25,3,7.35,3.9,2023-02-05,2028-08-02,Standard Class
Wonka Bar - Fudge Mallows,100993,14.4,4,9.6,4.8,2023-02-05,2028-08-02,Standard Class
Wonka Bar - Milk Chocolate,110940,13.0,4,8.44,4.56,2024-07-23,2030-01-18,Standard Class
Wonka Bar - Triple Dazzle Caramel,169642,7.5,2,4.9,2.6,2021-07-27,2027-01-20,Second Class
Wonka Bar - Nutty Crunch Surprise,141810,24.43,7,17.43,7.0,2022-11-02,2028-04-29,Standard Class
Wonka Bar - Fudge Mallows,141810,7.2,2,4.8,2.4,2022-11-02,2028-04-29,Standard Class
Wonka Bar -Scrumdiddlyumptious,103947,7.2,2,5.0,2.2,2023-04-01,2028-09-28,Standard Class
Wonka Bar - Fudge Mallows,103947,18.0,5,12.0,6.0,2023-04-01,2028-09-28,Standard Class
Wonka Bar - Triple Dazzle Caramel,112928,18.75,5,12.25,6.5,2024-06-01,2029-11-26,Second Class
Wonka Bar - Fudge Mallows,118136,3.6,1,2.4,1.2,2024-09-16,2030-03-10,First Class
Wonka Bar - Triple Dazzle Caramel,118136,7.5,2,4.9,2.6,2024-09-16,2030-03-10,First Class
Wonka Bar - Nutty Crunch Surprise,115168,6.98,2,4.98,2.0,2022-06-05,2027-11-30,Standard Class
Wonka Bar -Scrumdiddlyumptious,107083,10.8,3,7.5,3.3,2022-11-21,2028-05-19,Standard Class
Wonka Bar - Milk Chocolate,107083,6.5,2,4.22,2.28,2022-11-21,2028-05-19,Standard Class
Wonka Bar -Scrumdiddlyumptious,107083,7.2,2,5.0,2.2,2022-11-21,2028-05-19,Standard Class
Wonka Bar - Milk Chocolate,107083,16.25,5,10.55,5.7,2022-11-21,2028-05-19,Standard Class
Wonka Bar -Scrumdiddlyumptious,124506,7.2,2,5.0,2.2,2023-11-11,2029-05-09,Standard Class
Wonka Bar - Nutty Crunch Surprise,124506,13.96,4,9.96,4.0,2023-11-11,2029-05-09,Standard Class
Wonka Bar - Milk Chocolate,169838,29.25,9,18.99,10.26,2023-11-25,2029-05-21,Standard Class
Wonka Bar - Triple Dazzle Caramel,169838,3.75,1,2.45,1.3,2023-11-25,2029-05-21,Standard Class
Wonka Bar - Fudge Mallows,169838,28.8,8,19.2,9.6,2023-11-25,2029-05-21,Standard Class
Wonka Bar -Scrumdiddlyumptious,155166,10.8,3,7.5,3.3,2023-12-26,2029-06-24,Standard Class
Wonka Bar - Triple Dazzle Caramel,155166,3.75,1,2.45,1.3,2023-12-26,2029-06-24,Standard Class
Wonka Bar - Triple Dazzle Caramel,118941,18.75,5,12.25,6.5,2024-08-12,2030-02-02,Same Day
Wonka Bar -Scrumdiddlyumptious,118941,18.0,5,12.5,5.5,2024-08-12,2030-02-02,Same Day
Wonka Bar - Triple Dazzle Caramel,118941,11.25,3,7.35,3.9,2024-08-12,2030-02-02,Same Day
Wonka Bar - Fudge Mallows,130043,28.8,8,19.2,9.6,2024-09-15,2030-03-12,Standard Class
Wonka Bar - Triple Dazzle Caramel,158561,18.75,5,12.25,6.5,2024-11-11,2030-05-09,Second Class
Wonka Bar -Scrumdiddlyumptious,102379,32.4,9,22.5,9.9,2024-12-02,2030-05-29,Standard Class
Wonka Bar -Scrumdiddlyumptious,102379,18.0,5,12.5,5.5,2024-12-02,2030-05-29,Standard Class
Wonka Bar - Fudge Mallows,102379,3.6,1,2.4,1.2,2024-12-02,2030-05-29,Standard Class
Wonka Bar - Nutty Crunch Surprise,147543,6.98,2,4.98,2.0,2021-07-06,2027-01-02,Standard Class
Wonka Bar - Triple Dazzle Caramel,113859,22.5,6,14.7,7.8,2021-09-13,2027-03-10,Standard Class
Wonka Bar - Fudge Mallows,158351,7.2,2,4.8,2.4,2022-06-20,2027-12-15,Second Class
Wonka Bar - Fudge Mallows,123050,7.2,2,4.8,2.4,2023-04-04,2028-09-28,Second Class
Wonka Bar -Scrumdiddlyumptious,123050,7.2,2,5.0,2.2,2023-04-04,2028-09-28,Second Class
Wonka Bar - Nutty Crunch Surprise,123050,10.47,3,7.47,3.0,2023-04-04,2028-09-28,Second Class
Wonka Bar - Triple Dazzle Caramel,149335,33.75,9,22.05,11.7,2023-07-25,2029-01-14,Same Day
Wonka Bar -Scrumdiddlyumptious,143910,7.2,2,5.0,2.2,2023-08-12,2029-02-05,Standard Class
Wonka Bar - Fudge Mallows,134369,7.2,2,4.8,2.4,2023-09-16,2029-03-14,Standard Class
Wonka Bar -Scrumdiddlyumptious,113530,43.2,12,30.0,13.2,2024-05-19,2029-11-11,Second Class
Wonka Bar - Milk Chocolate,113530,3.25,1,2.11,1.14,2024-05-19,2029-11-11,Second Class
Wonka Bar -Scrumdiddlyumptious,113530,7.2,2,5.0,2.2,2024-05-19,2029-11-11,Second Class
Wonka Bar - Milk Chocolate,113530,3.25,1,2.11,1.14,2024-05-19,2029-11-11,Second Class
Wonka Bar - Milk Chocolate,120418,3.25,1,2.11,1.14,2024-06-11,2029-12-03,First Class
Wonka Bar -Scrumdiddlyumptious,120418,3.6,1,2.5,1.1,2024-06-11,2029-12-03,First Class
Wonka Bar - Triple Dazzle Caramel,120418,18.75,5,12.25,6.5,2024-06-11,2029-12-03,First Class
Wonka Bar - Triple Dazzle Caramel,120418,11.25,3,7.35,3.9,2024-06-11,2029-12-03,First Class
Wonka Bar -Scrumdiddlyumptious,120418,14.4,4,10.0,4.4,2024-06-11,2029-12-03,First Class
Wonka Bar - Fudge Mallows,120677,28.8,8,19.2,9.6,2022-05-31,2027-11-25,Standard Class
Wonka Bar - Nutty Crunch Surprise,121699,17.45,5,12.45,5.0,2022-08-10,2028-02-04,Standard Class
Wonka Bar - Triple Dazzle Caramel,136406,7.5,2,4.9,2.6,2023-04-15,2028-10-07,Second Class
Wonka Bar - Milk Chocolate,148593,16.25,5,10.55,5.7,2023-06-16,2028-12-08,Second Class
Wonka Bar - Milk Chocolate,130680,13.0,4,8.44,4.56,2023-06-24,2028-12-19,Standard Class
Wonka Bar - Nutty Crunch Surprise,167241,10.47,3,7.47,3.0,2023-08-15,2029-02-11,Standard Class
Wonka Bar - Fudge Mallows,167241,14.4,4,9.6,4.8,2023-08-15,2029-02-11,Standard Class
Wonka Bar - Milk Chocolate,167241,9.75,3,6.33,3.42,2023-08-15,2029-02-11,Standard Class
Wonka Bar -Scrumdiddlyumptious,167241,10.8,3,7.5,3.3,2023-08-15,2029-02-11,Standard Class
Wonka Bar - Milk Chocolate,110086,6.5,2,4.22,2.28,2023-09-18,2029-03-14,Standard Class
Wonka Bar - Triple Dazzle Caramel,119165,18.75,5,12.25,6.5,2023-10-31,2029-04-28,Standard Class
Wonka Bar - Triple Dazzle Caramel,122735,18.75,5,12.25,6.5,2024-04-12,2029-10-06,Second Class
Wonka Bar -Scrumdiddlyumptious,122735,14.4,4,10.0,4.4,2024-04-12,2029-10-06,Second Class
Wonka Bar - Triple Dazzle Caramel,158071,15.0,4,9.8,5.2,2024-06-10,2029-12-06,Standard Class
Wonka Bar - Triple Dazzle Caramel,158071,3.75,1,2.45,1.3,2024-06-10,2029-12-06,Standard Class
Wonka Bar -Scrumdiddlyumptious,158071,10.8,3,7.5,3.3,2024-06-10,2029-12-06,Standard Class
Wonka Bar - Nutty Crunch Surprise,117485,13.96,4,9.96,4.0,2024-09-23,2030-03-22,Standard Class
Wonka Bar - Fudge Mallows,107125,10.8,3,7.2,3.6,2024-11-27,2030-05-25,Standard Class
Wonka Bar - Fudge Mallows,107125,25.2,7,16.8,8.4,2024-11-27,2030-05-25,Standard Class
Wonka Bar -Scrumdiddlyumptious,140795,21.6,6,15.0,6.6,2021-02-01,2026-07-27,First Class
Wonka Bar - Milk Chocolate,151015,9.75,3,6.33,3.42,2021-10-14,2027-04-12,Standard Class
Wonka Bar - Fudge Mallows,151015,14.4,4,9.6,4.8,2021-10-14,2027-04-12,Standard Class
Wonka Bar - Triple Dazzle Caramel,151015,48.75,13,31.85,16.9,2021-10-14,2027-04-12,Standard Class
Wonka Bar - Fudge Mallows,167696,14.4,4,9.6,4.8,2022-09-16,2028-03-13,Standard Class
Wonka Bar -Scrumdiddlyumptious,117828,14.4,4,10.0,4.4,2022-12-23,2028-06-17,First Class
Wonka Bar - Milk Chocolate,105935,13.0,4,8.44,4.56,2024-01-26,2029-07-23,Standard Class
Wonka Bar - Milk Chocolate,105935,22.75,7,14.77,7.98,2024-01-26,2029-07-23,Standard Class
Wonka Bar -Scrumdiddlyumptious,133312,10.8,3,7.5,3.3,2024-11-25,2030-05-22,Standard Class
Wonka Bar - Triple Dazzle Caramel,133312,3.75,1,2.45,1.3,2024-11-25,2030-05-22,Standard Class
Kazookles,163923,13.0,4,1.0,12.0,2022-05-30,2027-11-24,Standard Class
Wonka Bar - Fudge Mallows,124716,7.2,2,4.8,2.4,2024-03-27,2029-09-21,Standard Class
Wonka Bar -Scrumdiddlyumptious,124716,10.8,3,7.5,3.3,2024-03-27,2029-09-21,Standard Class
Wonka Bar - Milk Chocolate,124716,6.5,2,4.22,2.28,2024-03-27,2029-09-21,Standard Class
Wonka Bar - Milk Chocolate,157147,9.75,3,6.33,3.42,2021-01-13,2026-07-11,Standard Class
Wonka Bar - Milk Chocolate,157147,16.25,5,10.55,5.7,2021-01-13,2026-07-11,Standard Class
Wonka Bar - Nutty Crunch Surprise,157147,17.45,5,12.45,5.0,2021-01-13,2026-07-11,Standard Class
Wonka Bar - Nutty Crunch Surprise,164406,13.96,4,9.96,4.0,2021-08-15,2027-02-09,Standard Class
Wonka Bar - Fudge Mallows,164406,10.8,3,7.2,3.6,2021-08-15,2027-02-09,Standard Class
Wonka Bar - Milk Chocolate,164406,13.0,4,8.44,4.56,2021-08-15,2027-02-09,Standard Class
Wonka Bar -Scrumdiddlyumptious,164406,10.8,3,7.5,3.3,2021-08-15,2027-02-09,Standard Class
Wonka Bar - Triple Dazzle Caramel,164406,11.25,3,7.35,3.9,2021-08-15,2027-02-09,Standard Class
Wonka Bar - Fudge Mallows,123960,7.2,2,4.8,2.4,2022-06-11,2027-12-07,Standard Class
Wonka Bar - Fudge Mallows,123960,7.2,2,4.8,2.4,2022-06-11,2027-12-07,Standard Class
Wonka Bar - Triple Dazzle Caramel,123960,26.25,7,17.15,9.1,2022-06-11,2027-12-07,Standard Class
Wonka Bar - Fudge Mallows,123960,18.0,5,12.0,6.0,2022-06-11,2027-12-07,Standard Class
Wonka Bar - Nutty Crunch Surprise,123960,20.94,6,14.94,6.0,2022-06-11,2027-12-07,Standard Class
Wonka Bar - Fudge Mallows,158792,18.0,5,12.0,6.0,2022-12-26,2028-06-24,Standard Class
Wonka Bar - Fudge Mallows,158792,18.0,5,12.0,6.0,2022-12-26,2028-06-24,Standard Class
Wonka Bar -Scrumdiddlyumptious,112102,14.4,4,10.0,4.4,2023-04-12,2028-10-06,Standard Class
Wonka Bar - Fudge Mallows,112102,18.0,5,12.0,6.0,2023-04-12,2028-10-06,Standard Class
Wonka Bar - Triple Dazzle Caramel,112102,3.75,1,2.45,1.3,2023-04-12,2028-10-06,Standard Class
Wonka Bar - Fudge Mallows,158792,18.0,5,12.0,6.0,2023-12-26,2029-06-24,Standard Class
Wonka Bar - Fudge Mallows,105746,3.6,1,2.4,1.2,2023-12-30,2029-06-23,First Class
Wonka Bar - Fudge Mallows,144694,10.8,3,7.2,3.6,2024-09-24,2030-03-19,Second Class
Wonka Bar - Fudge Mallows,144694,10.8,3,7.2,3.6,2024-09-24,2030-03-19,Second Class
Wonka Bar - Milk Chocolate,152254,22.75,7,14.77,7.98,2021-06-30,2026-12-21,Same Day
Wonka Bar - Nutty Crunch Surprise,111976,6.98,2,4.98,2.0,2023-03-08,2028-09-01,Standard Class
Wonka Bar - Triple Dazzle Caramel,111976,15.0,4,9.8,5.2,2023-03-08,2028-09-01,Standard Class
Wonka Bar - Triple Dazzle Caramel,157686,15.0,4,9.8,5.2,2023-10-01,2029-03-24,First Class
Wonka Bar - Nutty Crunch Surprise,111941,6.98,2,4.98,2.0,2023-12-25,2029-06-19,Second Class
Wonka Bar - Triple Dazzle Caramel,100202,11.25,3,7.35,3.9,2023-12-31,2029-06-27,Standard Class
Wonka Bar - Triple Dazzle Caramel,130211,7.5,2,4.9,2.6,2024-10-22,2030-04-14,Same Day
Wonka Bar - Milk Chocolate,130211,9.75,3,6.33,3.42,2024-10-22,2030-04-14,Same Day
Wonka Bar -Scrumdiddlyumptious,152422,18.0,5,12.5,5.5,2021-10-05,2027-04-02,Second Class
Wonka Bar - Triple Dazzle Caramel,110814,11.25,3,7.35,3.9,2022-12-05,2028-05-31,Second Class
Wonka Bar - Nutty Crunch Surprise,110814,17.45,5,12.45,5.0,2022-12-05,2028-05-31,Second Class
Wonka Bar - Milk Chocolate,110814,6.5,2,4.22,2.28,2022-12-05,2028-05-31,Second Class
Wonka Bar - Milk Chocolate,109589,13.0,4,8.44,4.56,2024-12-21,2030-06-16,First Class
Wonka Bar - Triple Dazzle Caramel,128139,3.75,1,2.45,1.3,2022-07-03,2027-12-30,Standard Class
Wonka Bar - Fudge Mallows,128139,10.8,3,7.2,3.6,2022-07-03,2027-12-30,Standard Class
Wonka Bar -Scrumdiddlyumptious,165015,18.0,5,12.5,5.5,2023-02-25,2028-08-19,Second Class
Wonka Bar - Fudge Mallows,146192,10.8,3,7.2,3.6,2024-04-22,2029-10-17,Standard Class
Wonka Bar - Nutty Crunch Surprise,125472,6.98,2,4.98,2.0,2024-05-30,2029-11-21,First Class
Wonka Bar - Milk Chocolate,125472,9.75,3,6.33,3.42,2024-05-30,2029-11-21,First Class
Wonka Bar - Nutty Crunch Surprise,125472,3.49,1,2.49,1.0,2024-05-30,2029-11-21,First Class
Wonka Bar - Fudge Mallows,168396,10.8,3,7.2,3.6,2024-08-03,2030-01-29,Second Class
Wonka Bar - Triple Dazzle Caramel,168396,18.75,5,12.25,6.5,2024-08-03,2030-01-29,Second Class
Wonka Bar - Fudge Mallows,101574,10.8,3,7.2,3.6,2024-09-28,2030-03-27,Standard Class
Wonka Bar -Scrumdiddlyumptious,122182,3.6,1,2.5,1.1,2023-03-10,2028-09-03,Standard Class
Wonka Bar -Scrumdiddlyumptious,148698,10.8,3,7.5,3.3,2023-05-02,2028-10-27,Standard Class
Wonka Bar - Triple Dazzle Caramel,165918,11.25,3,7.35,3.9,2023-09-10,2029-03-06,Standard Class
Wonka Bar - Milk Chocolate,165918,9.75,3,6.33,3.42,2023-09-10,2029-03-06,Standard Class
Wonka Bar - Fudge Mallows,165918,7.2,2,4.8,2.4,2023-09-10,2029-03-06,Standard Class
Wonka Bar - Triple Dazzle Caramel,165918,7.5,2,4.9,2.6,2023-09-10,2029-03-06,Standard Class
Wonka Bar - Milk Chocolate,124667,3.25,1,2.11,1.14,2023-11-11,2029-05-08,Standard Class
Wonka Bar - Triple Dazzle Caramel,124667,11.25,3,7.35,3.9,2023-11-11,2029-05-08,Standard Class
Wonka Bar - Fudge Mallows,145338,7.2,2,4.8,2.4,2024-01-29,2029-07-24,First Class
Wonka Bar - Fudge Mallows,115105,3.6,1,2.4,1.2,2024-02-06,2029-08-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,166912,7.5,2,4.9,2.6,2023-01-15,2028-07-09,First Class
Wonka Gum,128307,1.25,1,0.65,0.6,2023-07-25,2029-01-18,Standard Class
Wonka Bar -Scrumdiddlyumptious,155985,28.8,8,20.0,8.8,2024-03-23,2029-09-15,First Class
Wonka Bar - Fudge Mallows,105046,14.4,4,9.6,4.8,2024-07-17,2030-01-13,Standard Class
Wonka Bar - Triple Dazzle Caramel,105046,18.75,5,12.25,6.5,2024-07-17,2030-01-13,Standard Class
Wonka Bar - Nutty Crunch Surprise,105046,6.98,2,4.98,2.0,2024-07-17,2030-01-13,Standard Class
Wonka Bar - Triple Dazzle Caramel,137596,7.5,2,4.9,2.6,2024-09-02,2030-02-28,Standard Class
Wonka Gum,137596,8.75,7,4.55,4.2,2024-09-02,2030-02-28,Standard Class
Wonka Bar -Scrumdiddlyumptious,137596,14.4,4,10.0,4.4,2024-09-02,2030-02-28,Standard Class
Wonka Bar -Scrumdiddlyumptious,161662,7.2,2,5.0,2.2,2023-02-07,2028-08-01,First Class
Wonka Bar - Triple Dazzle Caramel,125220,18.75,5,12.25,6.5,2023-10-14,2029-04-10,Standard Class
Wonka Bar - Milk Chocolate,108630,16.25,5,10.55,5.7,2023-11-18,2029-05-10,Same Day
Wonka Bar - Fudge Mallows,141782,14.4,4,9.6,4.8,2024-01-21,2029-07-17,Standard Class
Wonka Bar - Milk Chocolate,121314,9.75,3,6.33,3.42,2024-09-23,2030-03-19,First Class
Wonka Bar - Milk Chocolate,122406,3.25,1,2.11,1.14,2022-08-02,2028-01-26,Second Class
Wonka Bar - Fudge Mallows,122406,7.2,2,4.8,2.4,2022-08-02,2028-01-26,Second Class
Wonka Bar - Nutty Crunch Surprise,122406,6.98,2,4.98,2.0,2022-08-02,2028-01-26,Second Class
Wonka Bar - Milk Chocolate,122406,9.75,3,6.33,3.42,2022-08-02,2028-01-26,Second Class
Wonka Bar -Scrumdiddlyumptious,115924,18.0,5,12.5,5.5,2022-09-14,2028-03-10,Second Class
Wonka Bar - Fudge Mallows,118052,25.2,7,16.8,8.4,2023-05-06,2028-10-30,Standard Class
Wonka Bar - Triple Dazzle Caramel,146857,3.75,1,2.45,1.3,2023-05-06,2028-10-28,Second Class
Wonka Bar - Nutty Crunch Surprise,118052,6.98,2,4.98,2.0,2023-05-06,2028-10-30,Standard Class
Wonka Bar - Triple Dazzle Caramel,118052,7.5,2,4.9,2.6,2023-05-06,2028-10-30,Standard Class
Wonka Bar -Scrumdiddlyumptious,140774,10.8,3,7.5,3.3,2023-09-05,2029-03-02,Standard Class
Wonka Bar - Milk Chocolate,166324,16.25,5,10.55,5.7,2024-04-20,2029-10-12,First Class
Wonka Bar - Nutty Crunch Surprise,166324,13.96,4,9.96,4.0,2024-04-20,2029-10-12,First Class
Wonka Bar - Fudge Mallows,166324,10.8,3,7.2,3.6,2024-04-20,2029-10-12,First Class
Wonka Bar - Nutty Crunch Surprise,109904,10.47,3,7.47,3.0,2021-07-14,2027-01-07,Second Class
Wonka Bar -Scrumdiddlyumptious,117345,14.4,4,10.0,4.4,2021-08-01,2027-01-26,Standard Class
Wonka Bar - Triple Dazzle Caramel,117345,3.75,1,2.45,1.3,2021-08-01,2027-01-26,Standard Class
Wonka Bar -Scrumdiddlyumptious,117345,10.8,3,7.5,3.3,2021-08-01,2027-01-26,Standard Class
Wonka Bar - Fudge Mallows,117345,7.2,2,4.8,2.4,2021-08-01,2027-01-26,Standard Class
Wonka Bar -Scrumdiddlyumptious,137281,3.6,1,2.5,1.1,2022-06-13,2027-12-08,Standard Class
Wonka Bar -Scrumdiddlyumptious,116750,7.2,2,5.0,2.2,2022-07-05,2027-12-31,Second Class
Wonka Bar -Scrumdiddlyumptious,116750,18.0,5,12.5,5.5,2022-07-05,2027-12-31,Second Class
Wonka Bar - Milk Chocolate,116260,13.0,4,8.44,4.56,2022-07-06,2028-01-02,Standard Class
Wonka Bar - Milk Chocolate,100041,3.25,1,2.11,1.14,2023-11-20,2029-05-17,Standard Class
Wonka Bar - Fudge Mallows,100041,10.8,3,7.2,3.6,2023-11-20,2029-05-17,Standard Class
Wonka Bar -Scrumdiddlyumptious,100041,7.2,2,5.0,2.2,2023-11-20,2029-05-17,Standard Class
Kazookles,120908,22.75,7,1.75,21.0,2024-09-30,2030-03-25,First Class
Wonka Bar - Triple Dazzle Caramel,141355,7.5,2,4.9,2.6,2021-09-25,2027-03-23,Standard Class
Wonka Bar - Milk Chocolate,137729,3.25,1,2.11,1.14,2023-05-05,2028-10-29,Standard Class
