Customer ID,Country/Region,City,State/Province,Postal Code,Region
143035,United States,New York City,New York,10009,Atlantic
125290,United States,Minneapolis,Minnesota,55407,Interior
126221,United States,Columbus,Indiana,47201,Interior
163146,United States,San Francisco,California,94122,Pacific
146836,United States,New York City,New York,10024,Atlantic
155033,United States,Los Angeles,California,90032,Pacific
158260,United States,San Diego,California,92037,Pacific
139388,United States,Lakewood,New Jersey,08701,Atlantic
158344,United States,Moorhead,Minnesota,56560,Interior
160836,United States,Houston,Texas,77070,Interior
144225,United States,Baltimore,Maryland,21215,Atlantic
100811,United States,Philadelphia,Pennsylvania,19143,Atlantic
169901,United States,San Francisco,California,94122,Pacific
118542,United States,Los Angeles,California,90008,Pacific
123071,United States,Plano,Texas,75023,Interior
124688,United States,Springfield,Virginia,22153,Gulf
132507,United States,Houston,Texas,77041,Interior
161445,United States,Durham,North Carolina,27707,Gulf
118178,United States,Nashville,Tennessee,37211,Gulf
146521,United States,Philadelphia,Pennsylvania,19134,Atlantic
157707,United States,Denver,Colorado,80219,Pacific
155957,United States,Columbus,Ohio,43229,Atlantic
154158,United States,Tampa,Florida,33614,Gulf
128993,United States,Seattle,Washington,98103,Pacific
167759,United States,Bloomington,Indiana,47401,Interior
152121,United States,Scottsdale,Arizona,85254,Pacific
100419,United States,Chicago,Illinois,60610,Interior
112753,United States,Los Angeles,California,90032,Pacific
163139,United States,New York City,New York,10009,Atlantic
158057,United States,Greensboro,North Carolina,27405,Gulf
119480,United States,Henderson,Kentucky,42420,Gulf
140984,United States,New York City,New York,10011,Atlantic
109190,United States,Lubbock,Texas,79424,Interior
147235,United States,New York City,New York,10024,Atlantic
101910,United States,Lake Elsinore,California,92530,Pacific
122017,United States,Wichita,Kansas,67212,Interior
107853,United States,Oceanside,California,92054,Pacific
111556,United States,New York City,New York,10035,Atlantic
100083,United States,Medford,Oregon,97504,Pacific
119438,United States,Tyler,Texas,75701,Interior
144596,United States,New York City,New York,10011,Atlantic
102925,United States,New York City,New York,10024,Atlantic
132444,United States,Seattle,Washington,98105,Pacific
139857,United States,San Diego,California,92037,Pacific
166961,United States,Moreno Valley,California,92553,Pacific
149972,United States,Los Angeles,California,90036,Pacific
124352,United States,Oklahoma City,Oklahoma,73120,Interior
145135,United States,Shelton,Connecticut,06484,Atlantic
161242,United States,Los Angeles,California,90045,Pacific
140081,United States,Philadelphia,Pennsylvania,19120,Atlantic
164350,United States,Bristol,Tennessee,37620,Gulf
121020,United States,Lebanon,Tennessee,37087,Gulf
104955,United States,New York City,New York,10024,Atlantic
143217,United States,Milwaukee,Wisconsin,53209,Interior
123918,United States,Dallas,Texas,75217,Interior
152156,United States,Henderson,Kentucky,42420,Gulf
164098,United States,Houston,Texas,77070,Interior
127110,United States,Philadelphia,Pennsylvania,19143,Atlantic
123673,United States,Detroit,Michigan,48227,Interior
109344,United States,Raleigh,North Carolina,27604,Gulf
163951,United States,Philadelphia,Pennsylvania,19140,Atlantic
112977,United States,Long Beach,New York,11561,Atlantic
128818,United States,New York City,New York,10009,Atlantic
122392,United States,Allentown,Pennsylvania,18103,Atlantic
161683,United States,Philadelphia,Pennsylvania,19134,Atlantic
150469,United States,San Francisco,California,94109,Pacific
144491,United States,Houston,Texas,77070,Interior
102204,United States,Jacksonville,Florida,32216,Gulf
122105,United States,Huntington Beach,California,92646,Pacific
166884,United States,Columbus,Ohio,43229,Atlantic
113929,United States,Hempstead,New York,11550,Atlantic
131541,United States,Apopka,Florida,32712,Gulf
135363,United States,Philadelphia,Pennsylvania,19120,Atlantic
144771,United States,Hillsboro,Oregon,97123,Pacific
110982,United States,Santa Clara,California,95051,Pacific
100720,United States,Philadelphia,Pennsylvania,19120,Atlantic
112256,United States,Mcallen,Texas,78501,Interior
140018,United States,Columbus,Ohio,43229,Atlantic
104577,United States,Everett,Massachusetts,02149,Atlantic
110821,United States,Dallas,Texas,75081,Interior
122028,United States,Lakewood,Ohio,44107,Atlantic
110443,United States,Renton,Washington,98059,Pacific
125521,United States,Chesapeake,Virginia,23320,Gulf
104472,United States,Orem,Utah,84057,Pacific
134789,United States,Hot Springs,Arkansas,71901,Gulf
109085,United States,Troy,Ohio,45373,Atlantic
135230,United States,Seattle,Washington,98103,Pacific
106264,United States,San Diego,California,92024,Pacific
142237,United States,Philadelphia,Pennsylvania,19134,Atlantic
120516,United States,Marietta,Georgia,30062,Gulf
119683,United States,New York City,New York,10024,Atlantic
124233,United States,Los Angeles,California,90032,Pacific
167472,United States,Little Rock,Arkansas,72209,Gulf
158610,United States,Providence,Rhode Island,02908,Atlantic
127341,United States,Chicago,Illinois,60653,Interior
104647,United States,Los Angeles,California,90008,Pacific
138611,United States,Grove City,Ohio,43123,Atlantic
100902,United States,Charlotte,North Carolina,28205,Gulf
107755,United States,Linden,New Jersey,07036,Atlantic
104976,United States,San Francisco,California,94122,Pacific
127754,United States,Glendale,Arizona,85301,Pacific
160696,United States,Nashville,Tennessee,37211,Gulf
140809,United States,Arlington,Virginia,22204,Gulf
101630,United States,Long Beach,New York,11561,Atlantic
101336,United States,New York City,New York,10011,Atlantic
166611,United States,Jacksonville,Florida,32216,Gulf
117247,United States,Aurora,Illinois,60505,Interior
155894,United States,Chicago,Illinois,60623,Interior
150035,United States,San Francisco,California,94122,Pacific
131583,United States,Philadelphia,Pennsylvania,19143,Atlantic
121888,United States,Everett,Massachusetts,02149,Atlantic
116239,United States,Columbia,South Carolina,29203,Gulf
131310,United States,Seattle,Washington,98115,Pacific
127936,United States,New York City,New York,10009,Atlantic
125731,United States,Gresham,Oregon,97030,Pacific
135580,United States,Los Angeles,California,90049,Pacific
106530,United States,Cleveland,Ohio,44105,Atlantic
134803,United States,Los Angeles,California,90004,Pacific
153178,United States,Long Beach,New York,11561,Atlantic
128867,United States,Urbandale,Iowa,50322,Interior
118129,United States,Reading,Pennsylvania,19601,Atlantic
129567,United States,Lancaster,California,93534,Pacific
119452,United States,Tulsa,Oklahoma,74133,Interior
149279,United States,Colorado Springs,Colorado,80906,Pacific
108875,United States,Aurora,Colorado,80013,Pacific
166037,United States,New York City,New York,10009,Atlantic
159604,United States,Springfield,Missouri,65807,Interior
141446,United States,Florence,Kentucky,41042,Gulf
151554,United States,Pasadena,Texas,77506,Interior
127383,United States,El Paso,Texas,79907,Interior
110730,United States,Seattle,Washington,98115,Pacific
140494,United States,San Francisco,California,94109,Pacific
145765,United States,Phoenix,Arizona,85023,Pacific
121489,United States,Seattle,Washington,98115,Pacific
147816,United States,Tucson,Arizona,85705,Pacific
135923,United States,Fayetteville,North Carolina,28314,Gulf
105361,United States,New York City,New York,10024,Atlantic
100524,United States,New York City,New York,10011,Atlantic
137414,United States,San Francisco,California,94109,Pacific
149699,United States,Los Angeles,California,90008,Pacific
111493,United States,Baltimore,Maryland,21215,Atlantic
155530,United States,San Francisco,California,94122,Pacific
162936,United States,New Bedford,Massachusetts,02740,Atlantic
139955,United States,Brownsville,Texas,78521,Interior
113453,United States,Philadelphia,Pennsylvania,19143,Atlantic
156412,United States,Philadelphia,Pennsylvania,19134,Atlantic
101154,United States,San Diego,California,92105,Pacific
152527,United States,Los Angeles,California,90004,Pacific
158554,United States,Philadelphia,Pennsylvania,19134,Atlantic
165386,United States,Chicago,Illinois,60623,Interior
118598,United States,Utica,New York,13501,Atlantic
146164,United States,Rochester,Minnesota,55901,Interior
101525,United States,Little Rock,Arkansas,72209,Gulf
149237,United States,Milwaukee,Wisconsin,53209,Interior
155845,United States,Carrollton,Texas,75007,Interior
114230,United States,Phoenix,Arizona,85023,Pacific
144309,United States,Watertown,New York,13601,Atlantic
145352,United States,Atlanta,Georgia,30318,Gulf
128027,United States,North Charleston,South Carolina,29406,Gulf
111738,United States,San Francisco,California,94110,Pacific
119746,United States,Chicago,Illinois,60610,Interior
133851,United States,San Francisco,California,94122,Pacific
145898,United States,Redlands,California,92374,Pacific
133697,United States,Houston,Texas,77095,Interior
168088,United States,Houston,Texas,77041,Interior
140410,United States,Los Angeles,California,90008,Pacific
169026,United States,Jackson,Mississippi,39212,Gulf
113677,United States,New York City,New York,10011,Atlantic
113418,United States,New York City,New York,10035,Atlantic
143126,United States,Seattle,Washington,98115,Pacific
104563,United States,Seattle,Washington,98103,Pacific
144974,United States,Philadelphia,Pennsylvania,19140,Atlantic
103492,United States,Huntsville,Texas,77340,Interior
133585,United States,Houston,Texas,77070,Interior
112949,United States,Lawton,Oklahoma,73505,Interior
136280,United States,Philadelphia,Pennsylvania,19143,Atlantic
162866,United States,Skokie,Illinois,60076,Interior
147501,United States,Seattle,Washington,98105,Pacific
140543,United States,Florence,South Carolina,29501,Gulf
127187,United States,New York City,New York,10024,Atlantic
145457,United States,Covington,Washington,98042,Pacific
113215,United States,Tucson,Arizona,85705,Pacific
128258,United States,Norwich,Connecticut,06360,Atlantic
113236,United States,Delray Beach,Florida,33445,Gulf
167402,United States,Springfield,Missouri,65807,Interior
144064,United States,Quincy,Illinois,62301,Interior
132430,United States,Lakewood,Ohio,44107,Atlantic
148838,United States,New York City,New York,10024,Atlantic
105571,United States,Miami,Florida,33142,Gulf
127642,United States,Warwick,Rhode Island,02886,Atlantic
164889,United States,Los Angeles,California,90049,Pacific
133613,United States,Waterbury,Connecticut,06708,Atlantic
108098,United States,Seattle,Washington,98115,Pacific
168102,United States,Jacksonville,Florida,32216,Gulf
117240,United States,New York City,New York,10009,Atlantic
155551,United States,Elmhurst,Illinois,60126,Interior
101742,United States,New York City,New York,10009,Atlantic
165561,United States,Bellevue,Washington,98006,Pacific
105998,United States,San Diego,California,92037,Pacific
111003,United States,Lakewood,New Jersey,08701,Atlantic
112795,United States,Grand Rapids,Michigan,49505,Interior
162159,United States,Columbus,Georgia,31907,Gulf
166716,United States,Chicago,Illinois,60610,Interior
164035,United States,Chicago,Illinois,60610,Interior
137239,United States,Columbus,Ohio,43229,Atlantic
116519,United States,New York City,New York,10009,Atlantic
128958,United States,West Palm Beach,Florida,33407,Gulf
159149,United States,Houston,Texas,77041,Interior
136868,United States,New York City,New York,10035,Atlantic
130575,United States,Chicago,Illinois,60623,Interior
136378,United States,Houston,Texas,77070,Interior
138716,United States,Seattle,Washington,98105,Pacific
131828,United States,Seattle,Washington,98105,Pacific
147452,United States,Seattle,Washington,98103,Pacific
124618,United States,Lakeland,Florida,33801,Gulf
121566,United States,New York City,New York,10011,Atlantic
150413,United States,Dallas,Texas,75220,Interior
158883,United States,Jacksonville,North Carolina,28540,Gulf
106047,United States,Fairfield,Ohio,45014,Atlantic
123204,United States,New York City,New York,10024,Atlantic
141257,United States,Seattle,Washington,98115,Pacific
159926,United States,Philadelphia,Pennsylvania,19140,Atlantic
151869,United States,Freeport,New York,11520,Atlantic
151827,United States,Philadelphia,Pennsylvania,19134,Atlantic
120796,United States,Philadelphia,Pennsylvania,19140,Atlantic
159737,United States,Chicago,Illinois,60610,Interior
161746,United States,Los Angeles,California,90045,Pacific
102820,United States,Pasadena,California,91104,Pacific
118640,United States,Chicago,Illinois,60610,Interior
144365,United States,Jackson,Mississippi,39212,Gulf
126053,United States,New York City,New York,10024,Atlantic
118962,United States,Los Angeles,California,90004,Pacific
102036,United States,Seattle,Washington,98105,Pacific
120712,United States,Austin,Texas,78745,Interior
144211,United States,Englewood,Colorado,80112,Pacific
109302,United States,Lakewood,New Jersey,08701,Atlantic
159415,United States,Columbia,Tennessee,38401,Gulf
157714,United States,Iowa City,Iowa,52240,Interior
161592,United States,Chattanooga,Tennessee,37421,Gulf
117632,United States,San Francisco,California,94122,Pacific
162775,United States,Bossier City,Louisiana,71111,Gulf
169390,United States,New York City,New York,10024,Atlantic
101560,United States,Columbia,South Carolina,29203,Gulf
149811,United States,Woodbury,Minnesota,55125,Interior
121041,United States,Haltom City,Texas,76117,Interior
136420,United States,San Diego,California,92024,Pacific
161095,United States,Los Angeles,California,90032,Pacific
119641,United States,Green Bay,Wisconsin,54302,Interior
139080,United States,Seattle,Washington,98103,Pacific
105487,United States,San Diego,California,92105,Pacific
148992,United States,Chicago,Illinois,60623,Interior
153227,United States,Los Angeles,California,90032,Pacific
109043,United States,Hollywood,Florida,33021,Gulf
141005,United States,Fairfield,Connecticut,06824,Atlantic
139164,United States,Long Beach,California,90805,Pacific
142755,United States,Roswell,Georgia,30076,Gulf
128111,United States,Malden,Massachusetts,02148,Atlantic
131233,United States,New York City,New York,10024,Atlantic
111269,United States,Dublin,Ohio,43017,Atlantic
105053,United States,Long Beach,New York,11561,Atlantic
164364,United States,Seattle,Washington,98115,Pacific
165687,United States,Salem,Virginia,24153,Gulf
124296,United States,Lafayette,Louisiana,70506,Gulf
127586,United States,Seattle,Washington,98115,Pacific
119312,United States,Los Angeles,California,90045,Pacific
133816,United States,Philadelphia,Pennsylvania,19134,Atlantic
140207,United States,San Jose,California,95123,Pacific
100930,United States,Tampa,Florida,33614,Gulf
107293,United States,Seattle,Washington,98115,Pacific
127096,United States,San Francisco,California,94109,Pacific
119662,United States,Chicago,Illinois,60623,Interior
135111,United States,Fargo,North Dakota,58103,Interior
126179,United States,Columbus,Georgia,31907,Gulf
148691,United States,New York City,New York,10009,Atlantic
128608,United States,Toledo,Ohio,43615,Atlantic
144785,United States,New York City,New York,10009,Atlantic
118073,United States,Lakeland,Florida,33801,Gulf
100671,United States,Conroe,Texas,77301,Interior
100860,United States,Pomona,California,91767,Pacific
159380,United States,San Francisco,California,94122,Pacific
134208,United States,Columbus,Georgia,31907,Gulf
121958,United States,Thomasville,North Carolina,27360,Gulf
108196,United States,Lancaster,Ohio,43130,Atlantic
115609,United States,Los Angeles,California,90036,Pacific
166086,United States,Lawrence,Massachusetts,01841,Atlantic
138681,United States,Tucson,Arizona,85705,Pacific
132548,Canada,Toronto,Ontario,M3C,Atlantic
145849,United States,Indianapolis,Indiana,46203,Interior
169856,Canada,Toronto,Ontario,M3C,Atlantic
141264,United States,Irving,Texas,75061,Interior
126893,United States,Philadelphia,Pennsylvania,19134,Atlantic
158106,United States,Apple Valley,Minnesota,55124,Interior
137085,United States,Los Angeles,California,90004,Pacific
162481,United States,Rochester,Minnesota,55901,Interior
137869,United States,Des Moines,Iowa,50315,Interior
151792,United States,Chicago,Illinois,60653,Interior
123120,United States,New York City,New York,10011,Atlantic
117534,United States,Fresno,California,93727,Pacific
119655,United States,Detroit,Michigan,48234,Interior
144057,United States,Austin,Texas,78745,Interior
120859,United States,San Francisco,California,94110,Pacific
157252,United States,New York City,New York,10024,Atlantic
164707,United States,Los Angeles,California,90045,Pacific
151484,United States,Philadelphia,Pennsylvania,19120,Atlantic
135692,United States,Fort Worth,Texas,76106,Interior
146493,United States,Fremont,Nebraska,68025,Interior
137582,United States,Oakland,California,94601,Pacific
146780,United States,New York City,New York,10035,Atlantic
133753,United States,Huntsville,Texas,77340,Interior
119214,United States,Bozeman,Montana,59715,Pacific
156153,United States,Long Beach,New York,11561,Atlantic
119018,United States,Los Angeles,California,90004,Pacific
161655,United States,Newark,Delaware,19711,Atlantic
152436,United States,Cranston,Rhode Island,02920,Atlantic
122959,United States,San Antonio,Texas,78207,Interior
109708,United States,Columbia,Tennessee,38401,Gulf
112144,United States,Gilbert,Arizona,85234,Pacific
166163,United States,Oakland,California,94601,Pacific
101616,United States,Monroe,Louisiana,71203,Gulf
130302,United States,Springfield,Ohio,45503,Atlantic
130715,United States,San Francisco,California,94110,Pacific
117114,United States,Chicago,Illinois,60610,Interior
157406,United States,Houston,Texas,77095,Interior
138835,United States,Virginia Beach,Virginia,23464,Gulf
115133,United States,Lancaster,Ohio,43130,Atlantic
158512,United States,Washington,District of Columbia,20016,Atlantic
108707,United States,Fort Lauderdale,Florida,33311,Gulf
127985,United States,Columbus,Georgia,31907,Gulf
137176,United States,Dallas,Texas,75220,Interior
101672,United States,Lake Forest,California,92630,Pacific
159205,United States,Henderson,Kentucky,42420,Gulf
124898,United States,Columbus,Georgia,31907,Gulf
155089,United States,Tampa,Florida,33614,Gulf
141201,United States,Salinas,California,93905,Pacific
159618,United States,Houston,Texas,77036,Interior
141593,United States,Los Angeles,California,90045,Pacific
162943,United States,New York City,New York,10035,Atlantic
110975,United States,New York City,New York,10024,Atlantic
132178,United States,Los Angeles,California,90004,Pacific
104269,United States,Seattle,Washington,98115,Pacific
128146,United States,Lakewood,New Jersey,08701,Atlantic
113292,United States,Columbia,Tennessee,38401,Gulf
127369,United States,Lowell,Massachusetts,01852,Atlantic
121258,United States,Costa Mesa,California,92627,Pacific
132353,United States,Chicago,Illinois,60653,Interior
107629,United States,Skokie,Illinois,60076,Interior
161998,United States,Tampa,Florida,33614,Gulf
130204,United States,San Francisco,California,94122,Pacific
136700,United States,Santa Barbara,California,93101,Pacific
124653,United States,Rochester,New York,14609,Atlantic
101889,United States,Marion,Ohio,43302,Atlantic
148551,United States,Dallas,Texas,75217,Interior
160514,United States,Santa Clara,California,95051,Pacific
157812,United States,Houston,Texas,77041,Interior
162677,United States,Jacksonville,North Carolina,28540,Gulf
108567,United States,Port Saint Lucie,Florida,34952,Gulf
122448,United States,San Francisco,California,94109,Pacific
158778,United States,Philadelphia,Pennsylvania,19134,Atlantic
149370,United States,Philadelphia,Pennsylvania,19140,Atlantic
134761,United States,Hickory,North Carolina,28601,Gulf
152709,United States,Detroit,Michigan,48234,Interior
109960,United States,Detroit,Michigan,48234,Interior
165841,United States,Paterson,New Jersey,07501,Atlantic
107181,United States,San Diego,California,92024,Pacific
118227,United States,New York City,New York,10009,Atlantic
141453,United States,Austin,Texas,78745,Interior
144477,United States,Philadelphia,Pennsylvania,19134,Atlantic
163804,United States,Providence,Rhode Island,02908,Atlantic
143609,United States,Portland,Oregon,97206,Pacific
154011,United States,Dallas,Texas,75081,Interior
122504,United States,Brentwood,California,94513,Pacific
100972,United States,Salt Lake City,Utah,84106,Pacific
143882,United States,Lakewood,Ohio,44107,Atlantic
119123,United States,Riverside,California,92503,Pacific
139556,United States,New York City,New York,10009,Atlantic
150623,United States,Waterbury,Connecticut,06708,Atlantic
129322,Canada,Toronto,Ontario,M5H,Atlantic
141145,United States,Orlando,Florida,32839,Gulf
140949,United States,New York City,New York,10011,Atlantic
157091,United States,La Porte,Indiana,46350,Interior
136336,United States,Henderson,Kentucky,42420,Gulf
151953,United States,Jacksonville,Florida,32216,Gulf
114314,United States,Fayetteville,Arkansas,72701,Gulf
104885,United States,Newark,Delaware,19711,Atlantic
133200,United States,Fort Worth,Texas,76106,Interior
158036,United States,Dublin,Ohio,43017,Atlantic
115882,United States,Raleigh,North Carolina,27604,Gulf
137351,United States,Seattle,Washington,98105,Pacific
137946,United States,Los Angeles,California,90045,Pacific
135636,United States,Charlotte,North Carolina,28205,Gulf
115224,United States,San Francisco,California,94110,Pacific
145779,United States,Tucson,Arizona,85705,Pacific
133074,United States,San Francisco,California,94109,Pacific
132185,United States,Asheville,North Carolina,28806,Gulf
104402,United States,Newark,Delaware,19711,Atlantic
111990,United States,Houston,Texas,77095,Interior
105830,United States,Lancaster,Ohio,43130,Atlantic
101959,United States,Middletown,Connecticut,06457,Atlantic
101077,United States,Dallas,Texas,75081,Interior
121853,United States,Los Angeles,California,90036,Pacific
105886,United States,Oceanside,New York,11572,Atlantic
160444,United States,Houston,Texas,77036,Interior
145212,United States,New York City,New York,10011,Atlantic
143532,United States,North Miami,Florida,33161,Gulf
130911,United States,Cleveland,Ohio,44105,Atlantic
100426,United States,Florence,Alabama,35630,Gulf
133781,United States,Miami,Florida,33178,Gulf
128363,United States,Memphis,Tennessee,38109,Gulf
131016,United States,Arlington,Texas,76017,Interior
167017,United States,Roseville,Michigan,48066,Interior
106803,United States,Cottage Grove,Minnesota,55016,Interior
117884,United States,Plantation,Florida,33317,Gulf
137736,United States,Warner Robins,Georgia,31088,Gulf
104003,United States,San Francisco,California,94110,Pacific
136189,United States,Richmond,Virginia,23223,Gulf
104759,United States,Chicago,Illinois,60610,Interior
166730,United States,Memphis,Tennessee,38109,Gulf
148334,United States,Houston,Texas,77041,Interior
147844,United States,Los Angeles,California,90049,Pacific
125640,United States,Philadelphia,Pennsylvania,19134,Atlantic
110926,United States,Alexandria,Virginia,22304,Gulf
123253,United States,Lakewood,Ohio,44107,Atlantic
109134,United States,Los Angeles,California,90008,Pacific
142601,United States,Los Angeles,California,90004,Pacific
153381,United States,Dubuque,Iowa,52001,Interior
126529,United States,Springfield,Ohio,45503,Atlantic
153479,United States,Vallejo,California,94591,Pacific
124933,United States,New York City,New York,10009,Atlantic
168032,United States,Rockford,Illinois,61107,Interior
139423,United States,Orange,New Jersey,07050,Atlantic
153500,United States,Philadelphia,Pennsylvania,19134,Atlantic
130848,United States,Denver,Colorado,80219,Pacific
106313,United States,Seattle,Washington,98105,Pacific
123372,United States,New York City,New York,10035,Atlantic
102274,United States,Richmond,Kentucky,40475,Gulf
102316,United States,Los Angeles,California,90045,Pacific
159534,United States,New York City,New York,10035,Atlantic
104941,United States,Decatur,Alabama,35601,Gulf
166240,United States,Houston,Texas,77095,Interior
147886,United States,Fairfield,California,94533,Pacific
156244,United States,Miami,Florida,33180,Gulf
105249,United States,San Francisco,California,94122,Pacific
127593,United States,Quincy,Massachusetts,02169,Atlantic
145324,United States,Harrisonburg,Virginia,22801,Gulf
144071,United States,San Francisco,California,94110,Pacific
168004,United States,Warner Robins,Georgia,31088,Gulf
109736,United States,San Francisco,California,94109,Pacific
123540,United States,Milwaukee,Wisconsin,53209,Interior
111500,United States,Little Rock,Arkansas,72209,Gulf
128594,United States,San Diego,California,92037,Pacific
118535,United States,New York City,New York,10024,Atlantic
137876,United States,San Francisco,California,94110,Pacific
156895,United States,Philadelphia,Pennsylvania,19140,Atlantic
108749,United States,Woonsocket,Rhode Island,02895,Atlantic
153339,United States,Murfreesboro,Tennessee,37130,Gulf
132220,United States,Tempe,Arizona,85281,Pacific
123232,United States,Portland,Oregon,97206,Pacific
164511,United States,New York City,New York,10024,Atlantic
115602,United States,New York City,New York,10009,Atlantic
141838,United States,San Francisco,California,94122,Pacific
143721,United States,Houston,Texas,77095,Interior
147529,United States,Springfield,Virginia,22153,Gulf
164448,United States,Salinas,California,93905,Pacific
120082,United States,New York City,New York,10024,Atlantic
160941,United States,Roseville,California,95661,Pacific
161844,United States,Franklin,Tennessee,37064,Gulf
149489,United States,Philadelphia,Pennsylvania,19143,Atlantic
104388,United States,Fremont,Nebraska,68025,Interior
168403,United States,Portland,Oregon,97206,Pacific
167094,United States,Springfield,Oregon,97477,Pacific
139199,United States,Detroit,Michigan,48234,Interior
105627,United States,Kenosha,Wisconsin,53142,Interior
139738,United States,Rockford,Illinois,61107,Interior
152310,United States,Seattle,Washington,98103,Pacific
133501,United States,Franklin,Tennessee,37064,Gulf
108112,United States,Miramar,Florida,33023,Gulf
163034,United States,Chicago,Illinois,60610,Interior
112767,United States,Springfield,Oregon,97477,Pacific
134894,United States,Henderson,Kentucky,42420,Gulf
141943,United States,San Francisco,California,94122,Pacific
140627,United States,Hendersonville,Tennessee,37075,Gulf
110457,United States,Seattle,Washington,98103,Pacific
129098,United States,Springfield,Virginia,22153,Gulf
134334,United States,Clinton,Maryland,20735,Atlantic
124940,United States,Carrollton,Texas,75007,Interior
117807,United States,Fremont,Nebraska,68025,Interior
100622,United States,Orlando,Florida,32839,Gulf
104913,United States,Long Beach,New York,11561,Atlantic
166191,United States,Decatur,Illinois,62521,Interior
102197,United States,New York City,New York,10009,Atlantic
157623,United States,Huntington Beach,California,92646,Pacific
113173,United States,Chicago,Illinois,60653,Interior
122756,United States,Philadelphia,Pennsylvania,19140,Atlantic
127138,United States,San Francisco,California,94109,Pacific
168543,United States,New York City,New York,10035,Atlantic
155481,United States,Philadelphia,Pennsylvania,19140,Atlantic
130288,United States,New York City,New York,10011,Atlantic
100650,United States,Anaheim,California,92804,Pacific
105480,United States,Rochester,New York,14609,Atlantic
100006,United States,New York City,New York,10024,Atlantic
131884,United States,Marion,Ohio,43302,Atlantic
145065,United States,San Diego,California,92105,Pacific
139087,United States,Seattle,Washington,98105,Pacific
111290,United States,Westland,Michigan,48185,Interior
133046,United States,Seattle,Washington,98115,Pacific
166835,United States,Lancaster,Pennsylvania,17602,Atlantic
165099,United States,Abilene,Texas,79605,Interior
165974,United States,Cincinnati,Ohio,45231,Atlantic
143182,United States,Hialeah,Florida,33012,Gulf
156524,United States,New York City,New York,10011,Atlantic
102456,United States,New York City,New York,10011,Atlantic
154060,United States,Greensboro,North Carolina,27405,Gulf
125402,United States,Long Beach,California,90805,Pacific
154718,United States,Keller,Texas,76248,Interior
146878,United States,Miami,Florida,33142,Gulf
115196,United States,Greenville,North Carolina,27834,Gulf
137155,United States,Long Beach,New York,11561,Atlantic
136798,United States,Minneapolis,Minnesota,55407,Interior
112571,United States,Oceanside,California,92054,Pacific
134747,United States,Noblesville,Indiana,46060,Interior
121615,United States,Eagan,Minnesota,55122,Interior
115791,United States,Philadelphia,Pennsylvania,19134,Atlantic
108182,United States,Romeoville,Illinois,60441,Interior
154165,United States,Chicago,Illinois,60653,Interior
149783,United States,Knoxville,Tennessee,37918,Gulf
146941,United States,New York City,New York,10024,Atlantic
114034,United States,Rancho Cucamonga,California,91730,Pacific
155159,United States,Atlanta,Georgia,30318,Gulf
145226,United States,New York City,New York,10035,Atlantic
130358,United States,Concord,North Carolina,28027,Gulf
109337,United States,Lawrence,Indiana,46226,Interior
125815,United States,New York City,New York,10009,Atlantic
143329,United States,Las Cruces,New Mexico,88001,Pacific
153717,United States,Detroit,Michigan,48227,Interior
106558,United States,Columbus,Georgia,31907,Gulf
144855,United States,San Francisco,California,94110,Pacific
127649,United States,Spokane,Washington,99207,Pacific
151911,United States,New York City,New York,10024,Atlantic
117723,United States,Philadelphia,Pennsylvania,19120,Atlantic
144750,United States,Chandler,Arizona,85224,Pacific
142643,United States,Thousand Oaks,California,91360,Pacific
133424,United States,Seattle,Washington,98105,Pacific
153150,United States,Seattle,Washington,98105,Pacific
120530,United States,New York City,New York,10035,Atlantic
155299,United States,Pasadena,Texas,77506,Interior
114552,United States,Cleveland,Ohio,44105,Atlantic
141649,United States,Fairfield,Ohio,45014,Atlantic
101175,United States,Mesa,Arizona,85204,Pacific
168767,United States,Sacramento,California,95823,Pacific
168480,United States,Lincoln Park,Michigan,48146,Interior
163153,United States,Houston,Texas,77036,Interior
106621,United States,Yuma,Arizona,85364,Pacific
128769,United States,Nashville,Tennessee,37211,Gulf
160766,United States,New York City,New York,10009,Atlantic
129392,United States,Houston,Texas,77070,Interior
160500,United States,Encinitas,California,92024,Pacific
136231,United States,Johnson City,Tennessee,37604,Gulf
139717,United States,Lancaster,Ohio,43130,Atlantic
105389,United States,San Antonio,Texas,78207,Interior
110429,United States,Philadelphia,Pennsylvania,19143,Atlantic
119529,United States,Orange,New Jersey,07050,Atlantic
164910,United States,Asheville,North Carolina,28806,Gulf
142734,United States,New York City,New York,10024,Atlantic
129861,United States,Rochester,New York,14609,Atlantic
144554,United States,Newark,Ohio,43055,Atlantic
114482,United States,Des Moines,Iowa,50315,Interior
157854,United States,Roswell,Georgia,30076,Gulf
108854,United States,San Francisco,California,94109,Pacific
103317,United States,Palm Coast,Florida,32137,Gulf
132465,United States,New York City,New York,10035,Atlantic
149195,United States,Houston,Texas,77070,Interior
166744,United States,Columbia,Maryland,21044,Atlantic
119977,United States,New York City,New York,10011,Atlantic
139451,United States,San Francisco,California,94122,Pacific
151498,United States,Seattle,Washington,98115,Pacific
114951,United States,San Francisco,California,94109,Pacific
114860,United States,Moreno Valley,California,92553,Pacific
136882,United States,Tulsa,Oklahoma,74133,Interior
108903,United States,Columbus,Ohio,43229,Atlantic
121272,United States,Seattle,Washington,98103,Pacific
169299,United States,Portland,Oregon,97206,Pacific
168935,United States,Pembroke Pines,Florida,33024,Gulf
